집계일자,시군명,구분명,전화번호안내,소재지우편번호,소재지지번주소,소재지도로명주소,logitude,latitude
2015-09-18,안성시,보개면,031-678-3680,456871,경기도 안성시 보개면 불현리 42-3번지,경기도 안성시 보개면 보개원삼로 220,127.2908762,37.0230233
2015-09-18,동두천시,보산동,031-860-3074,483060,경기도 동두천시 보산동 314-5번지,경기도 동두천시 싸리말로 28,127.0613165,37.917642
2015-09-18,용인시,보정동,031-324-6771,446913,경기도 용인시 기흥구 보정동 1266-4번지,경기도 용인시 기흥구 죽현로 35,127.1146958,37.3194834
2015-09-18,성남시,복정동,031-729-5850,461830,경기도 성남시 수정구 복정동 641-12번지,경기도 성남시 수정구 복정로 144,127.1271136,37.4658795
2015-09-18,안산시,본오1동,031-481-5604,426817,경기도 안산시 상록구 본오동 990번지,경기도 안산시 상록구 샘골로 16,126.8642508,37.2851064
2015-09-18,안산시,본오2동,031-481-5605,426809,경기도 안산시 상록구 본오동 796-4번지,경기도 안산시 상록구 각골로 75,126.8722473,37.296299
2015-09-18,안산시,본오3동,031-481-5606,426815,경기도 안산시 상록구 본오동 873번지,경기도 안산시 상록구 용신로 376,126.8638334,37.301458
2015-09-18,화성시,봉담읍,031-369-271-1~7,445891,경기도 화성시 봉담읍 상리 27-1번지,경기도 화성시 봉담읍 샘마을1길 7,126.9502626,37.2202266
2015-09-18,안산시,부곡동,031-481-5607,426820,경기도 안산시 상록구 부곡동 671-4번지,경기도 안산시 상록구 성호로 326,126.8610076,37.3316717
2015-09-18,의왕시,부곡동,031-345-3141,437813,경기도 의왕시 삼동 101번지,경기도 의왕시 부곡시장길 75,126.9567638,37.3187382
2015-09-18,과천시,부림동,02-2150-3400,427804,경기도 과천시 부림동 47번지,경기도 과천시 별양로 174,126.9985401,37.433461
2015-09-18,안양시,부림동,031-8045-4670,431065,경기도 안양시 동안구 관양동 1588-1번지,경기도 안양시 동안구 달안로 154,126.9594645,37.398736
2015-09-18,이천시,부발읍,031-633-0461,467860,경기도 이천시 부발읍 무촌리 168-8번지,경기도 이천시 부발읍 무촌로 121,127.4869806,37.2835698
2015-09-18,부천시,부천시청,032-320-3000,420736,경기도 부천시 중동 1156번지,경기도 부천시 길주로 210,126.765337,37.5035824
2015-09-18,안양시,부흥동,031-8045-4630,431054,경기도 안양시 동안구 비산동 1103-1번지,경기도 안양시 동안구 달안로 28,126.9471714,37.393671
2015-09-18,여주시,북내면,031-887-3952,469853,경기도 여주시 북내면 당우리 165-5번지,경기도 여주시 북내면 여양2로 301,127.6790783,37.3290549
2015-09-18,가평군,북면,031-582-0301,477842,경기도 가평군 북면 목동리 848번지,경기도 가평군 북면 화악산로 2,127.5502482,37.8856354
2015-09-18,성남시,분당구청,031-729-7114,463701,경기도 성남시 분당구 수내동 1번지,경기도 성남시 분당구 분당로 50,127.119103,37.382662
2015-09-18,성남시,분당동,031-729-7610,463030,경기도 성남시 분당구 분당동 42번지,경기도 성남시 분당구 불정로 312,127.1310793,37.3701078
2015-09-18,동두천시,불현동,031-860-3094,483030,경기도 동두천시 생연동 348번지,경기도 동두천시 행선로 123,127.0624376,37.8985126
2015-09-18,화성시,비봉면,031-369-273-1~7,445842,화성시 비봉면 비봉로 72-10(양노리 253-3),,126.8735581,37.2354765
2015-09-18,안양시,비산1동,031-8045-4600,431051,경기도 안양시 동안구 비산동 475-1번지 (475-1외 1),경기도 안양시 동안구 비산로 12,126.9334338,37.399827
2015-09-18,안양시,비산2동,031-8045-4610,431052,경기도 안양시 동안구 비산동 418-13번지,경기도 안양시 동안구 경수대로868번길 39,126.9414003,37.3970777
2015-09-18,안양시,비산3동,031-8045-4620,431053,경기도 안양시 동안구 비산동 318-79번지,경기도 안양시 동안구 매곡로 1,126.9448869,37.4044209
2015-09-18,평택시,비전1동,031-8024-5770,450151,경기도 평택시 비전동 793-2번지,경기도 평택시 평택2로 125,127.0952511,37.0005839
2015-09-18,평택시,비전2동,031-8024-5810,450152,경기도 평택시 비전동 849번지,경기도 평택시 중앙로 261,127.1117554,36.990308
2015-09-18,안산시,사1동,031-481-5602,426823,경기도 안산시 상록구 사동 1304번지,경기도 안산시 상록구 석호로 171,126.8510469,37.2971032
2015-09-18,안산시,사2동,031-481-5603,426824,경기도 안산시 상록구 사동 1344-5번지,경기도 안산시 상록구 감골1로 52,126.8518778,37.2898094
2015-09-18,안산시,사3동,031-481-5613,426895,경기도 안산시 상록구 사동 1511-1번지,경기도 안산시 상록구 해양로 8,126.8200502,37.2947354
2015-09-18,김포시,사우동,031-980-5241,415040,경기도 김포시 사우동 236-2번지,경기도 김포시 돌문로 51,126.716521,37.6194405
2015-09-18,군포시,산본1동,031-390-8502,435041,경기도 군포시 산본동 73-26번지,경기도 군포시 고산로724번길 13,126.9385782,37.3733685
2015-09-18,군포시,산본2동,031-390-8503,435042,경기도 군포시 산본동 1065-1번지,경기도 군포시 고산로 663,126.9327105,37.3700207
2015-09-18,여주시,산북면,031-887-3913,469892,경기도 여주시 산북면 상품리 121번지,경기도 여주시 산북면 상품로 93,127.4432619,37.4014368
2015-09-18,성남시,산성동,031-729-5810,461803,경기도 성남시 수정구 산성동 2136번지,경기도 성남시 수정구 수정남로 261,127.1500738,37.4522113
2015-09-18,안성시,삼죽면,031-678-3950,456883,경기도 안성시 삼죽면 내강리 산 18-1,경기도 안성시 삼죽면 삼죽로 112,127.3748258,37.0730495
2015-09-18,성남시,삼평동,031-729-7990,463400,경기도 성남시 분당구 삼평동 712번지,경기도 성남시 분당구 동판교로266번길 7,127.1163097,37.4061281
2015-09-18,부천시,상1동,032-625-5942,420031,경기도 부천시 상동 396-2번지,경기도 부천시 상일로 97,126.753166,37.4918157
2015-09-18,부천시,상2동,032-625-5961,420865,경기도 부천시 상동 557-7번지,경기도 부천시 조마루로 95,126.7544174,37.5005761
2015-09-18,부천시,상3동,032-625-5982,420861,경기도 부천시 상동 528-5번지,경기도 부천시 상동로117번길 48,126.7508681,37.5082236
2015-09-18,용인시,상갈동,031-324-6642,446905,경기도 용인시 기흥구 상갈동 472-1번지,경기도 용인시 기흥구 상갈로 2,127.1076933,37.266581
2015-09-18,성남시,상대원1동,031-729-6730,462121,경기도 성남시 중원구 상대원동 1451번지,경기도 성남시 중원구 둔촌대로 425,127.1643854,37.4332097
2015-09-18,성남시,상대원2동,031-729-6750,462817,경기도 성남시 중원구 상대원동 3159번지,경기도 성남시 중원구 희망로 371,127.1583231,37.4389088
2015-09-18,성남시,상대원3동,031-729-6770,462809,경기도 성남시 중원구 상대원동 856번지,경기도 성남시 중원구 박석로 78,127.1654437,37.4396739
2015-09-18,부천시,상동,032-625-5922,420815,부천시 원미구 석천로 83번길 (상동 416-2),,126.7607911,37.4949165
2015-09-18,안산시,상록구청,031-481-5000,426894,경기도 안산시 상록구 사동 1585번지,경기도 안산시 상록구 석호로 110,126.8464096,37.3013357
2015-09-18,가평군,상면,031-585-2001,477823,경기도 가평군 상면 연하리 171-1번지,경기도 가평군 상면 청군로 1105,127.3571544,37.8047464
2015-09-18,동두천시,상패동,031-860-3175,483120,경기도 동두천시 상패동 122-2번지,경기도 동두천시 어수로 8,127.0442775,37.9053716
2015-09-18,용인시,상하동,031-324-6781,446914,경기도 용인시 기흥구 상하동 435-12번지,경기도 용인시 기흥구 어정로 62-23,127.1383973,37.2705137
2015-09-18,용인시,상현1동,031-324-8721,448130,경기도 용인시 수지구 상현동 839번지,경기도 용인시 수지구 상현로 71,127.0811457,37.3046261
2015-09-18,용인시,상현2동,031-324-8741,448130,경기도 용인시 수지구 상현동 66-2번지,경기도 용인시 수지구 만현로 82-4,127.0859427,37.3094198
2015-09-18,동두천시,생연1동,031-860-3015,483031,경기도 동두천시 생연동 215-1번지,경기도 동두천시 장고갯로 140,127.0658973,37.907394
2015-09-18,동두천시,생연2동,031-860-3035,483032,경기도 동두천시 생연동 807-10번지,경기도 동두천시 강변로 364-5,127.0489689,37.9016687
2015-09-18,용인시,서농동,031-324-6681,446906,경기도 용인시 기흥구 서천동 335-2번지,경기도 용인시 기흥구 덕영대로 1664,127.0733652,37.2467988
2015-09-18,수원시,서둔동,031-228-6155,441856,경기도 수원시 권선구 서둔동 207-13번지,경기도 수원시 권선구 서호로 146,126.9860687,37.2726013
2015-09-18,화성시,서신면,031-369-277-1~7,445881,경기도 화성시 서신면 매화리 277번지,경기도 화성시 서신면 궁평항로 1702,126.7087366,37.1665872
2015-09-18,안성시,서운면,031-678-3740,456853,경기도 안성시 서운면 인리 107-4번지,경기도 안성시 서운면 서운중앙길 23,127.2595528,36.9433069
2015-09-18,평택시,서정동,031-8024-6950,459010,경기도 평택시 서정동 831번지,경기도 평택시 탄현로 170,127.054693,37.0677686
2015-09-18,양평군,서종면,031-770-3161,476813,경기도 양평군 서종면 문호리 766-1번지,경기도 양평군 서종면 북한강로 777,127.3487122,37.6065835
2015-09-18,평택시,서탄면,031-8024-6780,451852,경기도 평택시 서탄면 금암리 247번지,경기도 평택시 서탄면 금암2길 122,127.0353309,37.1082411
2015-09-18,성남시,서현1동,031-729-7740,463821,경기도 성남시 분당구 서현동 89-1번지,경기도 성남시 분당구 중앙공원로39번길 35,127.1260475,37.382861
2015-09-18,성남시,서현2동,031-729-7770,463818,경기도 성남시 분당구 서현동 296번지,경기도 성남시 분당구 돌마로476번길 17,127.1346032,37.3760542
2015-09-18,안양시,석수1동,031-8045-3690,430041,경기도 안양시 만안구 석수동 806번지 (806),경기도 안양시 만안구 경수대로 1252,126.9106237,37.4196236
2015-09-18,안양시,석수2동,031-8045-3700,430042,경기도 안양시 만안구 석수동 279-1번지,경기도 안양시 만안구 안양로 496,126.9093744,37.4138669
2015-09-18,안양시,석수3동,031-8045-3710,430043,경기도 안양시 만안구 석수동 600-3번지,경기도 안양시 만안구 석수로212번길 23,126.8951841,37.4092095
2015-09-18,포천시,선단동,031-538-3914,487020,경기도 포천시 선단동 631번지,경기도 포천시 삼육사로2186번길 11,127.1591707,37.8541742
2015-09-18,안산시,선부1동,031-481-6608,425827,경기도 안산시 단원구 선부동 964-4번지,경기도 안산시 단원구 선부광장서로 47,126.8044109,37.3343092
2015-09-18,안산시,선부2동,031-481-6609,425826,경기도 안산시 단원구 선부동 997-2번지,경기도 안산시 단원구 지곡로 46,126.8029199,37.3383614
2015-09-18,안산시,선부3동,031-481-6710,425832,경기도 안산시 단원구 선부동 1135번지,경기도 안산시 단원구 선삼로 47,126.8125448,37.3450482
2015-09-18,이천시,설성면,031-641-6001,467880,경기도 이천시 설성면 금당리 126-1번지,경기도 이천시 설성면 설장로17번길 6-5,127.5219954,37.1323629
2015-09-18,가평군,설악면,031-584-7301,477853,경기도 가평군 설악면 신천리 156-1번지,경기도 가평군 설악면 한서로 8,127.4946907,37.6761938
2015-09-18,부천시,성곡동,032-625-7602,421812,경기도 부천시 여월동 10-36번지,경기도 부천시 성오로 25,126.8031937,37.5167521
2015-09-18,성남시,성남동,031-729-6610,462827,경기도 성남시 중원구 성남동 3439번지,경기도 성남시 중원구 제일로35번길 51,127.1315804,37.4320362
2015-09-18,성남시,성남시청,031-729-2114,462700,경기도 성남시 중원구 여수동 200번지,경기도 성남시 중원구 성남대로 997,127.1262817,37.4201774
2015-09-18,용인시,성복동,031-324-8761,448831,경기도 용인시 수지구 성복동 777번지,경기도 용인시 수지구 성복1로 100,127.0690016,37.3164878
2015-09-18,고양시,성사1동,031-807-5570-1~14,412021,경기도 고양시 덕양구 성사동 408-1번지,경기도 고양시 덕양구 호국로790번길 101,126.841228,37.654418
2015-09-18,고양시,성사2동,031-8075-5722,412022,경기도 고양시 덕양구 성사2동 길 35 (성사동 734-1),,126.8604123,37.6449765
2015-09-18,안산시,성포동,031-481-5609,426837,경기도 안산시 상록구 성포동 585번지,경기도 안산시 상록구 충장로 468,126.8494479,37.3206974
2015-09-18,평택시,세교동,031-8024-5840,450818,경기도 평택시 세교동 559-4번지,경기도 평택시 세교3로 37,127.0824205,36.9999555
2015-09-18,수원시,세류1동,031-228-6602,441862,경기도 수원시 권선구 세류동 223-2번지,경기도 수원시 권선구 세류로38번길 10,127.0084008,37.2622543
2015-09-18,수원시,세류2동,031-228-6152,441876,경기도 수원시 권선구 세류동 980-1번지,경기도 수원시 권선구 덕영대로 1107,127.0130755,37.253366
2015-09-18,수원시,세류3동,031-228-6153,441868,경기도 수원시 권선구 세류동 476-11번지,경기도 수원시 권선구 정조로 557,127.0119447,37.2590463
2015-09-18,오산시,세마동,031-370-6320,447240,경기도 오산시 세교동 595-2번지,경기도 오산시 독산성로 419,127.0408236,37.1883003
2015-09-18,부천시,소사구청,032-625-6114,422701,경기도 부천시 소사본동 64번지,경기도 부천시 경인옛로 73,126.799948,37.480047
2015-09-18,부천시,소사동,032-625-5701,420050,경기도 부천시 소사동 23-1번지,경기도 부천시 소사로310번길 3-9,126.7946227,37.4858799
2015-09-18,부천시,소사본3동,032-625-6681,422233,경기도 부천시 소사본동 200-26번지,경기도 부천시 은성로68번길 56,126.7980907,37.4728105
2015-09-18,부천시,소사본동,032-625-6642,422232,경기도 부천시 소사본동 148-30번지,경기도 부천시 호현로 433,126.7921439,37.4762312
2015-09-18,동두천시,소요동,031-860-3154,483080,경기도 동두천시 동두천동 262번지,경기도 동두천시 평화로 2706,127.0572543,37.9294897
2015-09-18,광명시,소하1동,02-2680-6616,423821,경기도 광명시 소하동 1291번지,경기도 광명시 소하로 25,126.8849706,37.4522218
2015-09-18,광명시,소하2동,02-2680-6617,423052,경기도 광명시 소하동 324-2번지,경기도 광명시 설월로 10,126.8779151,37.4402709
2015-09-18,포천시,소흘읍,031-538-3901,487820,경기도 포천시 소흘읍 송우리 495번지 송우리 495호,경기도 포천시 소흘읍 호국로 567,127.138433,37.8234959
2015-09-18,부천시,송내1동,032-625-6762,422041,경기도 부천시 송내동 328-2번지,경기도 부천시 경인로9번길 25,126.756167,37.4841778
2015-09-18,부천시,송내2동,032-625-6782,422042,경기도 부천시 송내동 381-8번지,경기도 부천시 중동로22번길 101,126.7695906,37.4825505
2015-09-18,동두천시,송내동,031-860-3134,483020,경기도 동두천시 지행동 722-3번지,경기도 동두천시 동두천로 97,127.0539088,37.8902065
2015-09-18,평택시,송북동,031-8024-7070,459110,경기도 평택시 지산동 1011번지,경기도 평택시 지산2로 113,127.0602318,37.0816496
2015-09-18,의정부시,송산1동,031-828-4380,480050,경기도 의정부시 용현동 60-8번지,경기도 의정부시 민락로 13,127.086818,37.7311533
2015-09-18,의정부시,송산2동,031-828-4180,480090,경기도 의정부시 민락동 743-2번지,경기도 의정부시 용민로 115,127.0900002,37.7397462
2015-09-18,고양시,송산동,031-8075-7942,411808,경기도 고양시 일산서구 덕이동 446-9 (일산서구 송산로 84),경기도 고양시 일산서구 덕이로 50-7,126.7543447,37.6908
2015-09-18,화성시,송산면,031-369-276-1~7,445871,경기도 화성시 송산면 삼존리 203-5번지,경기도 화성시 송산면 매봉산길 12,126.7391625,37.2178414
2015-09-18,광주시,송정동,031-760-4517,464100,경기도 광주시 탄벌동 717-5번지,경기도 광주시 탄벌길 6,127.2460909,37.4197148
2015-09-18,수원시,송죽동,031-228-5609,440806,경기도 수원시 장안구 송죽동 502-1번지,경기도 수원시 장안구 송원로41번길 16-21,127.0070471,37.3005377
2015-09-18,평택시,송탄동,031-8024-6990,459060,경기도 평택시 가재동 20-53번지,경기도 평택시 방여울로 117,127.0948472,37.0444271
2015-09-18,평택시,송탄출장소,031-8024-6000,459705,경기도 평택시 서정동 800번지,경기도 평택시 경기대로 1366,127.0650903,37.0658098
2015-09-18,고양시,송포동,031-8075-7913,411802,경기도 고양시 일산서구 대화동 767-2번지,경기도 고양시 일산서구 대화로 143,126.7354521,37.6714242
2015-09-18,성남시,수내1동,031-729-7630,463838,경기도 성남시 분당구 수내동 30번지,경기도 성남시 분당구 내정로173번길 21,127.1180642,37.3754628
2015-09-18,성남시,수내2동,031-729-7650,463020,경기도 성남시 분당구 수내동 59번지,경기도 성남시 분당구 내정로166번길 17,127.1208549,37.3724614
2015-09-18,성남시,수내3동,031-729-7670,463864,경기도 성남시 분당구 수내동 80번지,경기도 성남시 분당구 돌마로356번길 43,127.1261381,37.3668623
2015-09-18,남양주시,수동면,031-590-2608,472850,경기도 남양주시 수동면 운수리 95-2번지 운수리 95-2,경기도 남양주시 수동면 비룡로 729,127.3259197,37.7036192
2015-09-18,군포시,수리동,031-390-8507,435854,경기도 군포시 산본동 1151-7번지,경기도 군포시 수리산로 38,126.9210383,37.3560656
2015-09-18,수원시,수원시청,031-228-2114,442701,경기도 수원시 팔달구 인계동 1111번지,경기도 수원시 팔달구 효원로 241,127.0286617,37.2634549
2015-09-18,성남시,수정구청,031-729-5114,461722,경기도 성남시 수정구 신흥동 30번지,경기도 성남시 수정구 수정로 283,127.1457121,37.4503102
2015-09-18,용인시,수지구청,031-324-8114,448171,경기도 용인시 수지구 풍덕천동 720번지,경기도 용인시 수지구 포은대로 435,127.0974471,37.3222236
2015-09-18,성남시,수진1동,031-729-5750,461805,경기도 성남시 수정구 수진동 1967번지,경기도 성남시 수정구 탄리로 19,127.1390271,37.4385727
2015-09-18,성남시,수진2동,031-729-5770,461873,경기도 성남시 수정구 수진동 3988번지,경기도 성남시 수정구 성남대로 1204,127.1287467,37.4373157
2015-09-18,구리시,수택1동,031-550-2606,471031,경기도 구리시 수택동 495-8번지,경기도 구리시 검배로93번길 35,127.1491626,37.5964376
2015-09-18,구리시,수택2동,031-550-2607,471032,경기도 구리시 수택동 445-28번지,경기도 구리시 원수택로12번길 16,127.1400932,37.5931907
2015-09-18,구리시,수택3동,031-550-2608,471033,경기도 구리시 수택동 848번지,경기도 구리시 체육관로 74,127.1386679,37.5915202
2015-09-18,성남시,시흥동,031-729-5910,461370,경기도 성남시 수정구 시흥동 17-8번지,경기도 성남시 수정구 여수대로56번길 6,127.1081641,37.4220695
2015-09-18,시흥시,시흥시청,031-310-2114,429701,경기도 시흥시 장현동 300번지,경기도 시흥시 시청로 20,126.8040654,37.3804232
2015-09-18,고양시,식사동,031-8075-6701,411820,경기도 고양시 일산동구 식사동 1536번지,경기도 고양시 일산동구 위시티2로11번길 22-21,126.812906,37.677241
2015-09-18,용인시,신갈동,031-324-660-1~5,446598,경기도 용인시 기흥구 신갈동 60-3번지,경기도 용인시 기흥구 신갈로58번길 11,127.1067683,37.2726044
2015-09-18,의정부시,신곡1동,031-828-4160,480071,경기도 의정부시 신곡동 716-1번지,경기도 의정부시 발곡로 17,127.0567884,37.7315392
2015-09-18,의정부시,신곡2동,031-828-4170,480072,경기도 의정부시 신곡동 672번지,경기도 의정부시 추동로23번길 7,127.0579232,37.7436621
2015-09-18,고양시,신도동,031-8075-5757,412020,경기도 고양시 덕양구 삼송동 143-1번지,경기도 고양시 덕양구 신도길 8,126.893649,37.652544
2015-09-18,이천시,신둔면,031-632-7001,467840,경기도 이천시 신둔면 수광리 153-1번지,경기도 이천시 신둔면 경충대로 3128,127.4040535,37.3062672
2015-09-18,용인시,신봉동,031-324-8641,448150,경기도 용인시 수지구 신봉동 898번지,경기도 용인시 수지구 수지로 215,127.0836404,37.3206663
2015-09-18,포천시,신북면,031-538-3905,487915,경기도 포천시 신북면 기지리 893-1번지,경기도 포천시 신북면 호국로 2065,127.2264139,37.933686
2015-09-18,연천군,신서면,031-839-2608,486830,경기도 연천군 신서면 도신리 285-2번지,경기도 연천군 신서면 연신로 1130,127.1069511,38.1829416
2015-09-18,평택시,신장1동,031-8024-7110,459120,경기도 평택시 신장동 338-55번지,경기도 평택시 신장로90번길 63,127.0523878,37.0839637
2015-09-18,하남시,신장1동,031-790-6602,465031,경기도 하남시 신장동 446-17번지,경기도 하남시 신장1로27번길 13,127.2095729,37.5387867
2015-09-18,평택시,신장2동,031-8024-7150,459122,경기도 평택시 신장동 280-23번지,경기도 평택시 밀월로21번길 7,127.0524366,37.0764523
2015-09-18,하남시,신장2동,031-790-6603,465032,경기도 하남시 신장동 521-1번지,경기도 하남시 대청로21번길 32,127.2139034,37.5416909
2015-09-18,오산시,신장동,031-370-6290,447140,경기도 오산시 궐동 585-2번지,경기도 오산시 청학로 125,127.0639326,37.1600799
2015-09-18,시흥시,신천동,031-310-4333,429812,경기도 시흥시 신천동 265-2번지,경기도 시흥시 포도원로 72,126.7817845,37.4354796
2015-09-18,성남시,신촌동,031-729-5870,461340,경기도 성남시 수정구 오야동 257-5번지,경기도 성남시 수정구 오야로 19,127.1044,37.4546644
2015-09-18,안양시,신촌동,031-8045-4750,431086,경기도 안양시 동안구 호계동 1056-2번지,경기도 안양시 동안구 동안로 28,126.9563166,37.3818028
2015-09-18,평택시,신평동,031-8024-5670,450833,경기도 평택시 합정동 832번지,경기도 평택시 평택3로 9,127.0926499,36.9900397
2015-09-18,시흥시,신현동,031-310-4362,429871,경기도 시흥시 포동 20-33번지,경기도 시흥시 신현로 46,126.7846119,37.4061802
2015-09-18,성남시,신흥1동,031-729-5610,461864,경기도 성남시 수정구 신흥동 5481번지,경기도 성남시 수정구 수정로188번길 7,127.1411824,37.4430499
2015-09-18,성남시,신흥2동,031-729-5630,461809,경기도 성남시 수정구 신흥동 1741-5번지,경기도 성남시 수정구 수정로 270,127.1458626,37.4486414
2015-09-18,성남시,신흥3동,031-729-5650,461811,경기도 성남시 수정구 신흥동 2819번지 (2819),경기도 성남시 수정구 공원로349번길 8,127.1488541,37.4435307
2015-09-18,부천시,신흥동,032-625-7722,421805,경기도 부천시 내동 10-2번지,경기도 부천시 삼작로 114,126.7736792,37.5199393
2015-09-18,부천시,심곡1동,032-625-5602,420824,경기도 부천시 심곡동 427-6번지,경기도 부천시 장말로351번길 9,126.7806102,37.4909256
2015-09-18,부천시,심곡2동,032-625-5622,420822,경기도 부천시 심곡동 135-3번지,경기도 부천시 부흥로424번길 25,126.7870835,37.4874127
2015-09-18,부천시,심곡3동,032-625-5642,420826,경기도 부천시 심곡동 352-3번지,경기도 부천시 부일로 393,126.7738724,37.487399
2015-09-18,부천시,심곡본1동,032-625-6602,422241,경기도 부천시 심곡본동 665-13번지,경기도 부천시 심곡로9번길 54,126.7789933,37.4824423
2015-09-18,부천시,심곡본동,032-625-6622,422240,경기도 부천시 심곡본동 685-15번지,경기도 부천시 성주로249번길 19,126.7800611,37.4807216
2015-09-18,안산시,안산동,031-481-5611,426400,경기도 안산시 상록구 수암동 506번지,경기도 안산시 상록구 장하로 315,126.8733509,37.3618773
2015-09-18,안산시,안산시청,031-481-2000,425702,경기도 안산시 단원구 고잔동 515번지,경기도 안산시 단원구 화랑로 387,126.8302427,37.3221311
2015-09-18,안성시,안성1동,031-678-4010,456060,경기도 안성시 영동 410-1번지,경기도 안성시 낙원길 95,127.2742672,37.0056721
2015-09-18,안성시,안성2동,031-678-4030,456270,경기도 안성시 도기동 67-4번지,경기도 안성시 강변로74번길 16,127.2698586,37.0006289
2015-09-18,안성시,안성3동,031-678-4050,456360,경기도 안성시 당왕동 534-7번지,경기도 안성시 고수2로 11,127.2577398,37.0142333
2015-09-18,안성시,안성시청,031-678-2114,456701,경기도 안성시 봉산동 31-3번지,경기도 안성시 시청길 25,127.2804867,37.0080147
2015-09-18,안양시,안양1동,031-8045-3600,430011,경기도 안양시 만안구 안양동 1383번지,경기도 안양시 만안구 장내로 170,126.9258992,37.3991017
2015-09-18,안양시,안양2동,031-8045-3610,430012,경기도 안양시 만안구 안양동 842-2번지,경기도 안양시 만안구 안양로384번길 50,126.9178334,37.4050864
2015-09-18,안양시,안양3동,031-8045-3620,430013,경기도 안양시 만안구 안양동 1195-33번지,경기도 안양시 만안구 양화로 28,126.9147441,37.396283
2015-09-18,안양시,안양4동,031-8045-3630,430014,경기도 안양시 만안구 안양동 711-399번지,경기도 안양시 만안구 냉천로193번길 34,126.9178744,37.3965447
2015-09-18,안양시,안양5동,031-8045-3640,430015,경기도 안양시 만안구 안양동 707-103번지,경기도 안양시 만안구 냉천로157번길 18,126.9208446,37.3942978
2015-09-18,안양시,안양6동,031-8045-3650,430016,경기도 안양시 만안구 안양동 437-4번지,경기도 안양시 만안구 안양로170번길 23,126.9305786,37.3900691
2015-09-18,안양시,안양7동,031-8045-3660,430017,경기도 안양시 만안구 안양동 194-55번지,경기도 안양시 만안구 덕천로 94-9,126.935008,37.38966
2015-09-18,안양시,안양8동,031-8045-3670,430018,경기도 안양시 만안구 안양동 572-1번지,경기도 안양시 만안구 안양로111번길 17,126.9321332,37.384217
2015-09-18,안양시,안양9동,031-8045-3680,430019,경기도 안양시 만안구 안양동 995-27번지,경기도 안양시 만안구 병목안로142번길 12-9,126.9084212,37.3914704
2015-09-18,안양시,안양시청,031-8045-2114,431728,경기도 안양시 동안구 관양동 1590번지,경기도 안양시 동안구 시민대로 235,126.9568605,37.3942984
2015-09-18,평택시,안중읍,031-8024-8510,451880,경기도 평택시 안중읍 안중리 445-16번지,경기도 평택시 안중읍 안현로 400,126.9313159,36.9860335
2015-09-18,평택시,안중출장소,031-8024-8000,451882,경기도 평택시 안중읍 학현리 572번지,경기도 평택시 안중읍 서동대로 1531,126.9201511,36.9901355
2015-09-18,성남시,야탑1동,031-729-7830,463827,경기도 성남시 분당구 야탑동 363번지,경기도 성남시 분당구 장미로86번길 18,127.1302351,37.4120495
2015-09-18,성남시,야탑2동,031-729-7850,463840,경기도 성남시 분당구 야탑동 508번지,경기도 성남시 분당구 야탑로76번길 5,127.1273751,37.4094253
2015-09-18,성남시,야탑3동,031-729-7870,463835,경기도 성남시 분당구 야탑동 307번지,경기도 성남시 분당구 야탑로167번길 12,127.1379411,37.4108334
2015-09-18,부천시,약대동,032-625-5801,420830,경기도 부천시 약대동 123번지,경기도 부천시 수도로 44,126.7713104,37.5133069
2015-09-18,화성시,양감면,031-369-282-1~7,455931,경기도 화성시 양감면 신왕리 676-4번지,경기도 화성시 양감면 은행나무로 255,126.9443523,37.0814356
2015-09-18,양평군,양동면,031-770-3251,476882,경기도 양평군 양동면 쌍학리 181-3번지,경기도 양평군 양동면 학둔지아래길 93,127.754806,37.419076
2015-09-18,양평군,양서면,031-770-3101,476824,경기도 양평군 양서면 용담리 520-1번지,경기도 양평군 양서면 목왕로 31,127.3260518,37.5439789
2015-09-18,안성시,양성면,031-678-3830,456931,경기도 안성시 양성면 동항리 324번지,경기도 안성시 양성면 읍내길 21,127.1946219,37.0600525
2015-09-18,남양주시,양정동,031-590-2664,472030,경기도 남양주시 일패동 466-10번지,경기도 남양주시 홍유릉로 55,127.1871418,37.6163566
2015-09-18,양주시,양주1동,031-8082-7702,482040,경기도 양주시 남방동 119-4번지,경기도 양주시 외미로64번길 45,127.0440716,37.7733603
2015-09-18,양주시,양주2동,031-8082-7722,482110,경기도 양주시 만송동 695번지,경기도 양주시 고읍로 77,127.0803459,37.7968959
2015-09-18,양주시,양주시청,031-8082-4114,482709,경기도 양주시 남방동 1-1번지,경기도 양주시 부흥로 1533,127.0466535,37.7855692
2015-09-18,성남시,양지동,031-729-5830,461816,경기도 성남시 수정구 양지동 870번지,경기도 성남시 수정구 산성대로 483,127.1609609,37.4549
2015-09-18,용인시,양지면,031-324-5842,449823,경기도 용인시 처인구 양지면 양지리 701-9번지,경기도 용인시 처인구 양지면 양지로105번길 5,127.2798397,37.2354873
2015-09-18,김포시,양촌읍,031-980-5286,415840,김포시 양촌읍 양곡 1로 56번길 49 (양곡리 471),,126.6253699,37.6574635
2015-09-18,양평군,양평군청,031-773-5101,476703,경기도 양평군 양평읍 양근리 448-8번지,경기도 양평군 양평읍 군청앞길 2,127.4876821,37.491741
2015-09-18,양평군,양평읍,031-770-3001,476804,경기도 양평군 양평읍 창대리 436-1번지,경기도 양평군 양평읍 양근로 376,127.5055105,37.4787745
